Quận/Huyện,Phường/Xã,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ (phòng),Dài (m),Rộng (m),Giá/m2 (triệu/m²)
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,3.5,88.57
Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,4.2,85.87
Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5,5,13,4,91.35
Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,85
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,4,70,6,147.06
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,3,3,12,8.4,55.21
Quận Long Biên,Phường Việt Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,15,4,102.59
Quận Hoàng Mai,Phường Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,15,4,72.73
Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,3.5,94.44
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,1,2,8.2,4.2,67.65
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,4,84.44
Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,4,75.61
Quận Long Biên,Phường Ngọc Lâm,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,10,6.1,88.33
Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,4,4,13,4,71.67
Huyện Thanh Trì,Xã Thanh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,3,69.7
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,2,2,7,5,64.29
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,4,107.5
Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,6,3,10.5,7.5,97.5
Quận Hà Đông,Phường Yết Kiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,7.5,3.6,110.37
Quận Hà Đông,Phường Văn Quán,Nhà phố liền kề,Đã có sổ,5,4,12.5,4,130
Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4,2,9,3.5,75
Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,11,5,102.68
Quận Long Biên,Phường Phúc Đồng,"Nhà ngõ, hẻm",Đã có sổ,5,5,10.1,3.8,70
Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,2,9.3,3.2,86.67
Quận Hà Đông,Phường Yên Nghĩa,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,18,8,27.33
Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,3,10,3.4,83.82
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,3.8,79.17
Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,2,3,15,3.5,59.52
Quận Hà Đông,Phường Yết Kiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,9,3.6,93.94
Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,4,7,6,92.86
Quận Đống Đa,Phường Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,11,4,163.64
Quận Đống Đa,Phường Khâm Thiên,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,8,4,90.63
Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,4,8,5,92.5
Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,4,6,12.6,4.6,127.59
Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,1,2,15,6,31.11
Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5,3,30,5,64.06
Quận Hoàng Mai,Phường Hoàng Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,11,3,71.88
Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,4,11,4,100
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,6,6,10,5,112.73
Quận Thanh Xuân,Phường Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2,9,4,80.81
Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,6,11,17,6,355
Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,1,1,8,4.5,75.71
Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,6,4,8,3.5,140
Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,6,4,8,5.4,101.25
Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,11,5,89.29
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,2,4,4,55
Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,4,25.33
Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,6,11,15,6,12.22
Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,17,4.1,135.71
Quận Đống Đa,Phường Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,3,2,7,4,73.33
Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4,3,8,4,78.75
Quận Hà Đông,Phường Đồng Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,3,4.14
Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,6,12,4.5,69.23
Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,2,9,3.5,51
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,35,48
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,4.5,106.67
Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5,5,9.4,5,106.38
Huyện Thanh Trì,Xã Đông Mỹ,"Nhà ngõ, hẻm",Đã có sổ,2,3,12,4,24
Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,5,9.5,4.2,131.25
Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5,5,11,4.5,89.58
Quận Đống Đa,Phường Thổ Quan,"Nhà ngõ, hẻm",Đã có sổ,5,5,7.9,3.8,120
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,4,48.57
Quận Đống Đa,Phường Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,5,106.67
Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,6,7,9,5.2,153.19
Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,6,11,21,3.5,117.65
Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,5,6,13,3.7,65.22
Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5,6,12,4,104
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,7,3.8,72.22
Quận Long Biên,Phường Ngọc Thụy,Nhà phố liền kề,Đã có sổ,5,3,11,4,123.68
Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4,4,8,5,148.75
Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,6,10,4.5,151.35
Quận Hà Đông,Phường Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,12,42,116
Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,4.2,76.25
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3,7,5,75.71
Quận Nam Từ Liêm,Phường Phương Canh,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,8.85,3.5,106.45
Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,4,105.56
Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,5.3,103.13
Huyện Hoài Đức,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4,3,6,5.08,55
Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,3,3,12,33,51.25
Quận Thanh Xuân,Phường Nhân Chính,"Nhà mặt phố, mặt tiền",Đã có sổ,1,1,15,5,200
Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,3.8,15,126.67
Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,6,14.7,3.4,114.89
Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,4,100
Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4,4,36,36,77.78
Quận Long Biên,Phường Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3,9,5,55.37
Quận Long Biên,Phường Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,14,4,67.27
Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,5,98.33
Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,3,90.91
Quận Ba Đình,Phường Đội Cấn,"Nhà mặt phố, mặt tiền",Đã có sổ,3,2,14,5.5,2.71
Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,4,8,4,48.44
Quận Long Biên,Phường Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,1,4,11,3.5,63.75
Quận Hà Đông,Phường Phú Lãm,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,10,3.5,50
Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4,4,15,4,66.67
Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,13,3.5,101.43
Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,4,71.43
Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,5,5,6,73.33
Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,14.6,4.1,275
Quận Nam Từ Liêm,Phường Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,5,5,13.3,4.5,106.94
Quận Hà Đông,Phường Dương Nội,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,9,3.5,70.94
Quận Tây Hồ,Phường Phú Thượng,"Nhà ngõ, hẻm",Đã có sổ,3,4,15,4.5,49.3
Quận Long Biên,Phường Ngọc Lâm,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,15,5.5,57.33
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,3.5,82.86
Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5,4,6,8.2,178
Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,3,2,10,3.5,65.14
Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,4,3,7,4.3,100
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,34.05
Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,1,2,9,4.5,65
Quận Tây Hồ,Phường Yên Phụ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,20,4,98.84
Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,5,101.56
Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,2,2,8,3,90.74
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,4,73.75
Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,4,96.67
Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4,3,8,4,87.1
Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,3,11,3.8,63.1
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,35,40
Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4,3,7,3,92.5
Huyện Hoài Đức,Xã Đông La,"Nhà ngõ, hẻm",Đã có sổ,3,3,10,3.5,40
Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,8.2,4.5,76.57
Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,4,101.32
Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,6,8,11,3,130.3
Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,2,9,3.5,96.67
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,3.8,95.71
Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,4,4,12.5,4,95
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,35.75
Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,4,11,9,7,125.4
Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,4,3,8,4,95
Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,5,5,11,4,95.45
Huyện Thanh Oai,Xã Cự Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3,6,5,37.88
Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5,3,7.5,4,116.67
Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,1,1,10,4,71.25
Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,10,3.5,91.43
Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,5,6,7,8,128.33
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,5,97
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,3.8,75.68
Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,6,10,3.5,117.11
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,3,9000,3800,105.88
Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,4,15,5.5,65
Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,3.5,131.43
Quận Thanh Xuân,Phường Hạ Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,13,3.5,137.5
Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4,3,11,3.9,81.43
Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,6,4,9,118.42
Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,1,1,9.4,3.4,71.88
Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,3,4,6.5,5.5,62.86
Quận Ba Đình,Phường Giảng Võ,Nhà biệt thự,Đã có sổ,4,4,8,6,142
Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,71.25
Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,14,5,112.86
Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,6,3,8,5,190
Quận Long Biên,Phường Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,7,4.1,112.96
Quận Đống Đa,Phường Ngã Tư Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,12,4.1,85.42
Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,4,3,10,4,63.75
Quận Hai Bà Trưng,Phường Lê Đại Hành,"Nhà mặt phố, mặt tiền",Đã có sổ,9,11,10,7,425.71
Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,2,2,8,3.5,56.43
Quận Thanh Xuân,Phường Khương Đình,Nhà phố liền kề,Đã có sổ,5,4,10.8,3.8,110.98
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,3.5,123.26
Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,4,4,10.3,4.2,84.78
Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,6,11,158,36,237.5
Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,8,4,53.33
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,5,14.5,4.1,70.18
Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,4,93.75
Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,4,11,4,182.98
Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,5,6,9,6,74.04
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,4,95.83
Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,4,91.3
Quận Nam Từ Liêm,Phường Trung Văn,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,16,5,85
Quận Đống Đa,Phường Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,5,3,4,7,110.71
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,6,5,7.5,6,184.44
Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,6,4,10,4,120
Quận Cầu Giấy,Phường Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,5.5,6,190.91
Quận Hà Đông,Phường Biên Giang,"Nhà ngõ, hẻm",Đã có sổ,3,3,12.39,3.8,36.46
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,8,9,7,76.92
Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,10.5,4,150
Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đang chờ sổ,4,3,7,4,93.23
Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5,4,7,5,97.3
Quận Hà Đông,Phường Văn Quán,Nhà phố liền kề,Đã có sổ,5,5,11.9,4.2,136
Quận Hà Đông,Phường Phúc La,Nhà phố liền kề,Đã có sổ,5,4,10,5,123.636
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,4.4,113.18
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,4,116.13
Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,6,4,10,4,120
Quận Ba Đình,Phường Phúc Xá,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4.5,73.91
Quận Đống Đa,Phường Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,3,3,5,5.2,88
Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,5,6,13,3.5,97.67
Quận Tây Hồ,Phường Phú Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,3,14.5,4,56.03
Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,5,9,5,184.44
Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,6,12,3.5,133.33
Quận Hoàn Kiếm,Phường Chương Dương,"Nhà ngõ, hẻm",Đã có sổ,3,2,7,3,50
Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,4.6,107.32
Quận Tây Hồ,Phường Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,5,5,12.5,4,110
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,4,81.94
Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,4,12,4,170
Quận Hà Đông,Phường Phú Lãm,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,10,3.2,47.81
Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,6,5,10,4.1,120
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,3.4,113.33
Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,6,11,4.1,173.17
Quận Cầu Giấy,Phường Yên Hoà,Nhà phố liền kề,Đã có sổ,4,4,18,4,80.56
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,6,6,38.89
Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,4,11.5,3.2,105.41
Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,5,4,14,4,161.82
Quận Tây Hồ,Phường Nhật Tân,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,5,100
Quận Đống Đa,Phường Thổ Quan,"Nhà ngõ, hẻm",Đã có sổ,3,3,8,7,63.16
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,3,3,8,2.6,101.43
Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,3,5,9,84.29
Quận Ba Đình,Phường Liễu Giai,"Nhà ngõ, hẻm",Đã có sổ,4,4,9,4,109.17
Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,3.5,105.71
Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,3,3,12.5,4,70
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,8,5,100
Quận Cầu Giấy,Phường Dịch Vọng Hậu,Nhà phố liền kề,Đã có sổ,5,6,10,4,95
Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,3,94.12
Quận Cầu Giấy,Phường Dịch Vọng Hậu,Nhà phố liền kề,Đã có sổ,5,4,10,4,162.5
Quận Đống Đa,Phường Ngã Tư Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,8,3.2,180
Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5,4,14,3.5,88
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,35.75
Quận Hoàn Kiếm,Phường Cửa Nam,"Nhà ngõ, hẻm",Đã có sổ,5,4,14,4.6,139.29
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,6,6,8,74.04
Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,3,2,7,3.5,90.91
Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,4,3,11,4,133.33
Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,10,7,128.82
Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,5,10,4,92.5
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,4,8,4,100
Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,12,5,73.33
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,3.3,112.12
Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,5,7,11,3.2,91.18
Quận Thanh Xuân,Phường Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,6,4,8,5.2,145
Quận Nam Từ Liêm,Phường Phú Đô,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,3.5,81.67
Quận Nam Từ Liêm,Phường Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,3,4,13,3.5,76.09
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,4,8,4,106.67
Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,3.2,52.67
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,3,3,10,5,42
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,4,4,16,4,70.31
Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,1,1,13,5,109.09
Quận Ba Đình,Phường Thành Công,"Nhà mặt phố, mặt tiền",Đã có sổ,6,3,10,4,137.5
Quận Hoàng Mai,Phường Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,5,4,8,4.2,96.25
Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,5,3,12,3.1,82.86
Quận Ba Đình,Phường Trúc Bạch,Nhà phố liền kề,Đã có sổ,5,4,13,3.5,170
Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,6,4,10,5,124
Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,3,88.33
Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5,6,12,4,120
