Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Dài,Rộng,Giá/m2
Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,3,10,3,9412
Quận Long Biên,Phường Đức Giang,"Nhà ngõ, hẻm",Đã có sổ,1,3,10,4,5641
Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,3,11,4,8605
Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,5,6,12,3,7857
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3,10,3,5714
Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,4,7833
Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,9,4,100
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,3,814
Huyện Thanh Trì,Xã Vĩnh Quỳnh,"Nhà ngõ, hẻm",Đã có sổ,3,3,14,4,3854
Huyện Hoài Đức,Xã La Phù,"Nhà ngõ, hẻm",Đã có sổ,3,3,10,3,3971
Quận Long Biên,Phường Long Biên,Nhà phố liền kề,Đã có sổ,5,6,12,4,10769
Quận Hoàng Mai,Phường Đại Kim,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,10,5,10833
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3,8,4,7344
Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,3,3,12,4,4468
Quận Đống Đa,Phường Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,5,3,4,7,10333
Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,3,5,6,11429
Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,5,4,8,4,10667
Quận Cầu Giấy,Phường Yên Hoà,Nhà phố liền kề,Đã có sổ,5,6,19,6,17391
Quận Cầu Giấy,Phường Yên Hoà,Nhà phố liền kề,Đã có sổ,6,4,19,6,200
Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,9,5,15204
Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,4,150
Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,4,2,6,5,9571
Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,5,3,12,3,70
Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,7,5,7143
Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,7,4,118
Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,4,4,5,5,7027
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,4,9,5,8085
Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,3,65
Quận Long Biên,Phường Gia Thụy,"Nhà ngõ, hẻm",Đã có sổ,4,3,4,8,8281
Quận Hoàng Mai,Phường Yên Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,8,3,5972
Quận Hoàng Mai,Phường Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,2,2,10,3,76
Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,5,3,5,7,11304
Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,4,3,12,3,631
Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,3,12,4,90
Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,2,2,11,4,6222
Quận Tây Hồ,Phường Yên Phụ,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,4.5,66
Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,4,9643
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,4,3222
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,3,4,8,5,622
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,7,3,6136
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,3,3,8,4,5333
Quận Hà Đông,Phường Phú La,Nhà phố liền kề,Đã có sổ,5,5,10,5,136
Quận Nam Từ Liêm,Phường Phương Canh,"Nhà ngõ, hẻm",Đã có sổ,4,3,8,4,7667
Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,4,2,4,5,1125
Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,7,10,4,10476
Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,6,4,8,4,10333
Quận Thanh Xuân,Phường Kim Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,12,4,6548
Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,4,5,9,4,67237
Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,3,8594
Quận Ba Đình,Phường Vĩnh Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,5,5,9697
Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5,5,6,6,6923
Quận Tây Hồ,Phường Nhật Tân,"Nhà ngõ, hẻm",Đã có sổ,4,4,15,3,74
Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,34,7353
Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,3,9615
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,6,8,5,6229
Quận Long Biên,Phường Sài Đồng,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,4,75
Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,3,4,13,3,8222
Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,5,8,10,5,113
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,6,4,9,4,11111
Quận Nam Từ Liêm,Phường Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,4,6444
Quận Đống Đa,Phường Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,10,5,230
Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,4,113.636
Quận Thanh Xuân,Phường Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,1,2,6,4,75
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,4,10714
Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,3,3,23,3,8012
Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,4,7,6,13488
Quận Hai Bà Trưng,Phường Thanh Lương,Nhà phố liền kề,Đã có sổ,5,4,34,5,100
Quận Đống Đa,Phường Khâm Thiên,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,26,4,1194
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,3,9143
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,5,10,7,12,7875
Quận Đống Đa,Phường Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,13,4,130
Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,4,15111
Huyện Thanh Trì,Xã Vĩnh Quỳnh,"Nhà ngõ, hẻm",Đã có sổ,3,4,12,4,366
Quận Long Biên,Phường Bồ Đề,Nhà phố liền kề,Đã có sổ,6,4,8,4,100
Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,1,1,13,5.5,12143
Quận Long Biên,Phường Đức Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,22,4,6932
Quận Tây Hồ,Phường Nhật Tân,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,4.5,7778
Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,4,6167
Quận Cầu Giấy,Phường Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,14,4,8036
Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,2,5,4,775
Quận Thanh Xuân,Phường Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,4,2,8,3.3,75
Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,4,104
Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,11,4,12222
Quận Long Biên,Phường Gia Thụy,"Nhà ngõ, hẻm",Đã có sổ,5,4,13,4,11569
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,3.6,9189
Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,3,4,16,5,375
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,8,4,4143
Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,5,3,12,3,14444
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,4.5,7778
Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,35,50
Quận Nam Từ Liêm,Phường Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,4,3,7.4,4.6,7059
Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4,4,6,5,65
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,2,2,9,4,5429
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,3,3763
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,8,4.5,10571
Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,8,4,5484
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2,8,5,8049
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,1,1,6,4,6125
Quận Ba Đình,Phường Cống Vị,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,11,3.5,100
Quận Long Biên,Phường Giang Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6,17,11,8808
Quận Long Biên,Phường Thượng Thanh,"Nhà ngõ, hẻm",Đã có sổ,3,2,6,3,6304
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,2,8,4,88
Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,6,6,10,5,216
Quận Nam Từ Liêm,Phường Tây Mỗ,"Nhà ngõ, hẻm",Đã có sổ,4,3,10,4,695
Quận Hà Đông,Phường La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,12.5,4,116
Quận Nam Từ Liêm,Phường Cầu Diễn,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,3.1,100
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,5,4,7.6,8.2,14839
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3,11,35,3763
Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,5,12,4,19231
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,4,10714
Huyện Thanh Trì,Xã Vĩnh Quỳnh,"Nhà ngõ, hẻm",Đã có sổ,3,3,12,4,37
Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,4.2,12,29412
Quận Thanh Xuân,Phường Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,5,6,10,5,1037
Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,10,5,9455
Quận Hai Bà Trưng,Phường Lê Đại Hành,"Nhà ngõ, hẻm",Đã có sổ,5,5,15,4,170
Huyện Thanh Trì,Xã Tân Triều,"Nhà ngõ, hẻm",Đã có sổ,5,4,5,6,8333
Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,9,3,100
Quận Đống Đa,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,5,6,8,6,8824
Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,2,4,4,13545
Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,4,7,5,6429
Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,6,14,5,10533
Quận Hoàng Mai,Phường Mai Động,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,7.2,5.9,881
Huyện Thạch Thất,Xã Thạch Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,2,4,105,10,762
Quận Hà Đông,Phường Yên Nghĩa,Nhà phố liền kề,Đã có sổ,6,6,13,4,96
Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,4,9.7,3.6,6471
Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,3,6471
Quận Ba Đình,Phường Ngọc Khánh,"Nhà ngõ, hẻm",Đã có sổ,5,5,11.1,4.5,144
Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,2,7,6,160
Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,2,2,9,4,4143
Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,3,15,4,6154
Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,14,4,6207
Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,3,12,8,17031
Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,4,72
Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,14,3,7083
Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,3,6823
Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,4,74
Quận Ba Đình,Phường Liễu Giai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,12.5,3.7,21087
Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,4,2,5,4,100
Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,3,100
Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,3,4,19,4,4023
Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,3.7,15111
Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,4,3,7,5,7543
Quận Hoàng Mai,Phường Tương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,13,6,9375
Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,4,5,15,4.3,70
Quận Tây Hồ,Phường Tứ Liên,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,6875
Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,16,45,2197
Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,5,9667
Quận Tây Hồ,Phường Thụy Khuê,"Nhà mặt phố, mặt tiền",Đã có sổ,5,2,8,4,135
Quận Tây Hồ,Phường Phú Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,3,6,5,7833
Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,3,2,7,3,11364
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,3.7,3685
Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,5,4,11,6,6462
Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,8,4,5152
Quận Đống Đa,Phường Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,5,5,14,3,1186
Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,5,15,3,9123
Quận Hà Đông,Phường La Khê,Nhà phố liền kề,Đã có sổ,5,5,12,4,124
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,3,8286
Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,7,4,7778
Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,5,6,13.25,4,755
Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,3,7222
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,3,7.6,5,7368
Quận Đống Đa,Phường Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,9,3,12162
Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,10,4,75
Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,4,14,4,5804
Quận Hai Bà Trưng,Phường Thanh Nhàn,Nhà phố liền kề,Đã có sổ,5,6,7,7,134
Quận Hai Bà Trưng,Phường Bạch Đằng,"Nhà mặt phố, mặt tiền",Đã có sổ,8,10,16,4,24219
Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,6,3,6,5,6081
Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,3,3,10,4,5814
Quận Cầu Giấy,Phường Mai Dịch,Nhà phố liền kề,Đã có sổ,7,10,17,6,11161
Quận Bắc Từ Liêm,Phường Phúc Diễn,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,11,5,8909
Quận Hoàn Kiếm,Phường Hàng Bồ,"Nhà ngõ, hẻm",Đã có sổ,3,2,7,3.6,14872
Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,5,6,9,5,7778
Huyện Thanh Trì,Thị trấn Văn Điển,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,4,8143
Quận Đống Đa,Phường Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,5,5,21,1,100
Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,3.5,6129
Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,4,6667
Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,4,8654
Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,4,8,5,70
Quận Hà Đông,Phường Hà Cầu,Nhà phố liền kề,Đã có sổ,5,4,11,4,16304
Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,4,9189
Quận Thanh Xuân,Phường Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,5,5,8,4,12188
Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà mặt phố, mặt tiền",Đã có sổ,7,8,12,5.1,30577
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,15,6,5882
Quận Hai Bà Trưng,Phường Bạch Đằng,"Nhà mặt phố, mặt tiền",Đã có sổ,6,4,16.43,4.2,15652
Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,4,14,4,5893
Quận Nam Từ Liêm,Phường Tây Mỗ,"Nhà ngõ, hẻm",Đã có sổ,3,3,9,5,49
Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,4,18293
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,1025
Huyện Thanh Trì,Xã Tân Triều,Nhà biệt thự,Đã có sổ,5,5,9,6,9483
Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,5,85
Quận Hà Đông,Phường Yên Nghĩa,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,10,4,375
Quận Hà Đông,Phường La Khê,Nhà biệt thự,Đã có sổ,4,6,20,10,60
Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,10,4,6875
Quận Hoàng Mai,Phường Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,3,3,10,35,60
Quận Hà Đông,Phường La Khê,Nhà phố liền kề,Đã có sổ,7,10,15,7,8696
Quận Hai Bà Trưng,Phường Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,3,4,7,2,130
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,10,5,122
Quận Đống Đa,Phường Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,3,2,10,3,1175
Quận Đống Đa,Phường Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,5,2,10,3,9125
Quận Tây Hồ,Phường Tứ Liên,"Nhà ngõ, hẻm",Đã có sổ,4,5,10,4,5067
Quận Thanh Xuân,Phường Khương Đình,Nhà biệt thự,Đã có sổ,2,3,18,5,8438
Quận Đống Đa,Phường Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,4,2,5,3,20588
Quận Long Biên,Phường Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,3,7903
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,4,8889
Quận Hoàn Kiếm,Phường Hàng Buồm,"Nhà ngõ, hẻm",Đã có sổ,7,10,14,4,53548
Quận Cầu Giấy,Phường Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,5,8,11778
Quận Tây Hồ,Phường Thụy Khuê,"Nhà mặt phố, mặt tiền",Đã có sổ,6,5,10,5,260
Quận Long Biên,Phường Đức Giang,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,4,7941
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,6,10,15,6,12222
Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5,8,13.5,4,73.584
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,13,3,100
Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,13,3,5526
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,11,4,15769
Huyện Thanh Oai,Xã Bích Hòa,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,12,3,5673
Quận Đống Đa,Phường Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,1,2,21,5,160
Quận Đống Đa,Phường Phương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,11,4,136
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,5,10,5,70
Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,4,9605
Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5,6,12,3,1413
Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,11,3,150
Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,4,11,4,9302
Quận Đống Đa,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,10,4,12381
Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,3,2,9,3.5,65
Quận Thanh Xuân,Phường Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,6,5,12,5,10333
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,4.5,100
Quận Hà Đông,Phường La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,7,10,7.8,8,16349
Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5,5,9,5,6458
Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4,50,50,75
Huyện Thanh Trì,Xã Hữu Hoà,"Nhà ngõ, hẻm",Đã có sổ,1,2,11,3,3333
Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,4,3,4,4.8,9167
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,10,3,12632
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,3,3,10,3.3,697
Huyện Thanh Trì,Xã Thanh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,4,11,3,9872
Quận Hoàng Mai,Phường Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,4,4,16,6,3895
Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,3,11,3,6548
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,12,3,100
Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,4,4,4,4,925
Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,5,4,7,4,6571
Quận Ba Đình,Phường Ngọc Hà,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,7,5,5714
Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,5,8235
Huyện Thanh Trì,Xã Đông Mỹ,"Nhà ngõ, hẻm",Đã có sổ,3,4,13,3.5,4222
Huyện Thanh Oai,Xã Cự Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3,10,3,4514
Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,4,7292
